ID,DATE1,Fire Year,Location,Landscape,Soil,Rainfall (mm),SEASON,REPLICATE,FREQUENCY,PLOT_NO,FMCDRYW ,FUEL LOAD (kg/ha) ,AIRTEMP,RH (%),WIND (m/s),PLOTROS,MEDIAN FUELLOAD (kg/m2),Heat Yeild,PLOTFI MEDIAN FL,% OF PLOT BURNT,TYPE OF BURN,SUCCESS OF FIRE
2019,5/14/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,MARHEYA,3,9,36.00,4939,28.0,32.0,1.1,0.32,0.4939,16890,2688,85,moderate,successful
2194,5/15/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,SATARA,2,5,33.00,3723,28.0,28.0,0.8,0.35,0.3723,16890,2179,100,clean,highly
2199,5/15/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,SATARA,3,12,44.00,4374,27.5,26.5,1.3,0.41,0.4374,16890,3046,90,moderate,successful
43,5/16/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,DZOMBO,2,2,41.09,4339,26.0,49.0,1.1,0.23,0.4339,16890,1660,50,clean,successful
122,5/16/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,MOOIPLAAS,2,6,28.00,3033,19.0,76.0,2.4,0.19,0.3033,16890,989,70,dirty,successful
129,5/16/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,MOOIPLAAS,3,12,15.00,3211,27.0,41.0,1.8,0.22,0.3211,16890,1171,100,clean,highly
146,5/16/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,N'SHAWU,3,11,32.00,5437,24.0,57.0,2.2,0.14,0.5437,16890,1283,75,clean,highly
150,5/16/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,N'SHAWU,2,5,27.00,5777,24.0,68.0,1.9,0.13,0.5777,16890,1291,70,moderately clean,successful
183,5/16/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,TSENDE,2,5,16.86,1667,28.0,39.0,1.6,0.27,0.1667,16890,760,30,dirty,unsuccessful
214,5/16/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,TSENDE,3,12,18.00,4001,25.0,55.0,1.9,0.28,0.4001,16890,1883,75,dirty,successful
1087,5/16/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Apr,DZOMBO,3,9,38.00,4234,25.5,47.0,0.9,0.25,0.4234,16890,1758,100,clean,highly
1643,5/16/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,NWANETSI,2,6,75.00,4971,20.5,76.0,1.9,0.27,0.4971,16890,2297,95,clean,successful
1670,5/16/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Apr,NWANETSI,3,12,48.00,5067,18.5,80.0,0.3,0.21,0.5067,16890,1783,95,clean,highly
756,5/19/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NAPI,2,2,28.00,4477,26.0,36.0,4.1,0.40,0.4477,16890,3042,100,clean,highly
859,5/19/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NAPI,3,9,36.00,4199,26.0,36.0,1.2,0.41,0.4199,16890,2937,100,clean,highly
955,5/19/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,SKUKUZA,2,5,25.00,3293,25.0,35.0,1.7,0.23,0.3293,16890,1302,100,clean,highly
1038,5/19/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,SKUKUZA,3,11,53.00,3983,21.0,45.0,1.5,0.43,0.3983,16890,2878,100,clean,highly
408,5/20/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NWASWITSHAKA,3,12,46.00,4145,27.0,32.0,0.9,0.35,0.4145,16890,2450,100,clean,highly
510,5/20/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NWASWITSHAKA,2,5,41.48,4511,30.5,22.0,1.0,0.35,0.4511,16890,2667,100,clean,highly
632,5/20/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,MBIYAMITI,2,6,38.00,4056,21.5,39.0,1.0,0.33,0.4056,16890,2286,100,clean,highly
727,5/20/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,MBIYAMITI,3,12,21.00,4304,29.0,30.0,0.9,0.41,0.4304,16890,2970,100,clean,highly
2757,6/5/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,KAMBENI,2,6,62.00,5003,25.0,23.0,1.1,0.43,0.5003,16890,3634,100,moderate,highly
2759,6/5/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,KAMBENI,3,12,136.00,5114,25.0,26.0,1.1,0.44,0.5114,16890,3796,100,clean,highly
2938,6/5/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,FAYI,2,5,95.00,5130,24.0,27.0,1.1,0.16,0.5130,16890,1386,100,clean,highly
2957,6/5/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,FAYI,3,12,50.00,4374,21.0,57.0,1.1,0.17,0.4374,16890,1239,100,clean,highly
2367,6/6/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,NUMBI,2,5,60.00,5437,25.5,13.0,0.7,0.17,0.5437,16890,1521,100,clean,highly
2387,6/6/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,NUMBI,3,11,47.54,4971,25.0,29.0,0.7,0.16,0.4971,16890,1343,100,clean,highly
2561,6/6/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,SHABENI,2,2,33.31,5646,21.0,21.0,0.6,0.25,0.5646,16890,2384,100,clean,highly
2579,6/6/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,SHABENI,3,9,43.00,4777,24.0,24.0,0.6,0.25,0.4777,16890,2031,100,clean,highly
1048,8/19/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,3,12,26.31,3453,25.5,44.0,1.9,0.60,0.3453,16890,3499,100,clean,highly
438,8/27/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,3,9,12.00,2787,27.0,32.0,2.5,0.41,0.2787,16890,1927,100,clean,successful
464,8/27/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,1,7,18.00,3609,25.0,41.0,1.3,0.57,0.3609,16890,3486,100,clean,highly
648,8/27/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,1,7,35.00,4269,25.5,44.0,1.9,0.60,0.4269,16890,4343,100,clean,highly
714,8/27/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,3,11,67.00,5161,27.5,36.0,1.8,0.46,0.5161,16890,3976,100,clean,highly
772,8/27/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,1,3,18.00,2743,22.0,62.0,1.0,0.46,0.2743,16890,2111,100,clean,highly
869,8/27/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,3,10,21.00,5907,21.0,65.0,1.4,0.56,0.5907,16890,5571,100,clean,highly
971,8/27/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,1,6,27.00,3129,21.0,65.0,1.7,0.49,0.3129,16890,2586,90,moderately clean,successful
2418,8/28/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,1,6,9.18,4304,27.5,38.0,1.3,0.25,0.4304,16890,1818,100,clean,highly
2466,8/28/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,3,12,10.00,5330,27.0,38.0,2.0,0.23,0.5330,16890,2087,100,clean,highly
2599,8/28/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,1,3,14.00,3910,28.0,39.0,1.5,0.34,0.3910,16890,2265,100,clean,highly
2653,8/28/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,3,10,14.00,5067,27.5,38.0,2.8,0.48,0.5067,16890,4108,100,clean,highly
2792,8/28/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,1,7,16.00,4020,22.5,51.0,2.3,0.40,0.4020,16890,2707,100,clean,highly
2836,8/28/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,3,11,20.00,4442,25.5,44.0,1.9,0.68,0.4442,16890,5085,100,clean,highly
2987,8/28/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,1,7,28.00,2960,23.0,48.0,1.9,0.37,0.2960,16890,1861,100,clean,highly
3033,8/28/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,3,9,47.00,4810,19.5,67.0,1.1,1.05,0.4810,16890,8564,100,clean,highly
1887,9/3/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,1,6,25.00,4321,26.0,55.0,3.3,0.25,0.4321,16890,1817,70,moderately clean,successful
1909,9/3/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,3,12,27.00,3413,23.0,67.0,3.2,0.31,0.3413,16890,1794,70,dirty,successful
2050,9/3/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,1,3,22.00,3129,29.0,49.0,3.0,0.13,0.3129,16890,687,35,dirty,unsuccessful
2097,9/3/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,3,10,16.00,4269,31.0,38.0,2.8,0.44,0.4269,16890,3199,100,clean,highly
2224,9/3/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,1,7,18.00,2654,32.0,36.0,3.4,0.23,0.2654,16890,1015,85,moderate,successful
2277,9/3/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,3,9,17.00,3761,31.0,38.0,2.4,0.44,0.3761,16890,2814,100,clean,highly
1687,9/18/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,1,7,23.00,2424,25.0,61.0,2.2,0.58,0.2424,16890,2362,80,moderate,successful
1731,9/19/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,3,11,34.00,4842,22.0,66.0,1.2,1.01,0.4842,16890,8251,100,clean,highly
27,9/22/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,2,1,147.50,3045,31.0,46.0,1.3,0.58,0.3045,16890,3007,80,clean,successful
31,9/22/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,1,3,72.68,2743,30.0,53.0,1.7,0.32,0.2743,16890,1474,50,moderate,successful
94,9/22/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,2,5,42.00,3983,31.0,51.0,1.2,0.27,0.3983,16890,1829,100,clean,highly
175,9/22/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,2,1,53.00,1667,24.5,71.0,0.8,0.14,0.1667,16890,398,15,dirty,unsuccessful
196,9/22/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,1,7,34.00,2329,25.0,72.0,1.2,0.10,0.2329,16890,399,60,dirty,successful
113,9/23/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,1,7,25.00,1932,34.0,51.0,2.5,0.24,0.1932,16890,796,45,dirty,unsuccessful
161,9/23/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,2,4,14.00,3685,29.0,58.0,2.8,0.29,0.3685,16890,1818,100,clean,highly
166,9/23/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,1,6,28.00,3413,28.0,64.0,2.0,0.18,0.3413,16890,1056,100,clean,highly
427,11/20/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NWASWITSHAKA,3,10,91.00,2035,30.0,42.0,2.1,0.25,0.2035,16890,859,75,dirty,successful
690,11/20/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,MBIYAMITI,3,9,45.00,4744,27.0,44.0,3.0,0.37,0.4744,16890,2948,100,clean,highly
882,11/20/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NAPI,3,11,111.00,4020,24.0,46.0,2.5,0.25,0.4020,16890,1696,100,clean,highly
1018,11/20/97,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,SKUKUZA,3,9,77.00,3723,22.0,62.0,2.1,0.15,0.3723,16890,969,30,moderate,successful
2550,11/21/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,NUMBI,3,9,143.00,5192,37.0,19.0,3.0,0.17,0.5192,16890,1518,100,clean,highly
2736,11/21/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,SHABENI,3,11,116.10,5346,36.0,30.0,3.0,0.13,0.5346,16890,1174,100,clean,highly
2921,11/21/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,KAMBENI,3,9,87.00,8471,33.5,30.0,1.5,0.10,0.8471,16890,1469,95,clean,highly
3117,11/21/97,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,FAYI,3,10,97.00,4875,33.0,30.0,1.5,0.13,0.4875,16890,1070,85,moderately clean ,successful
1993,12/2/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,3,9,99.00,3723,31.0,48.0,3.6,0.13,0.3723,16890,824,65,dirty,successful
1997,12/2/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,4,13,112.00,4020,31.0,48.0,3.8,0.15,0.4020,16890,1021,80,moderately clean,successful
2000,12/2/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,6,14,124.38,2918,28.0,64.0,3.8,0.15,0.2918,16890,739,20,dirty,unsuccessful
2176,12/2/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,6,14,160.87,4595,34.0,44.0,3.6,0.21,0.4595,16890,1630,100,clean,highly
2351,12/2/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,4,13,126.00,6021,36.0,41.0,3.7,0.16,0.6021,16890,1633,100,clean,highly
2366,12/2/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,6,14,147.00,3609,34.0,44.0,2.7,0.08,0.3609,16890,459,50,dirty,unsuccessful
1812,12/3/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,3,9,106.00,5675,30.0,50.0,2.0,0.25,0.5675,16890,2358,100,clean,highly
1817,12/3/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,4,13,119.33,3531,29.0,65.0,2.0,0.18,0.3531,16890,1073,85,moderate,successful
1821,12/3/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,6,14,111.07,5763,31.0,51.0,2.0,0.18,0.5763,16890,1752,100,clean,highly
2346,12/3/97,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,3,10,146.00,2329,35.0,42.0,3.3,0.12,0.2329,16890,481,10,dirty,unsuccessful
111,12/4/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,MOOIPLAAS,6,14,246.00,1958,25.0,61.0,2.2,0.17,0.1958,16890,561,65,dirty,successful
131,12/4/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,N'SHAWU,2,1,320.00,1501,24.0,50.0,2.8,0.56,0.1501,16890,1412,20,geen/dirty,unsuccessful
143,12/4/97,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,N'SHAWU,6,14,209.00,2471,22.0,71.0,2.6,0.20,0.2471,16890,835,60,dirty,successful
452,2/10/98,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NWASWITSHAKA,3,8,38.00,1932,32.5,47.5,2.3,0.28,0.1932,16890,924,30,moderate,successful
702,2/10/98,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,MBIYAMITI,3,10,66.00,3373,32.0,55.0,2.0,0.14,0.3373,16890,817,20,clean,successful
1006,2/10/98,1997,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,SKUKUZA,3,8,38.00,2377,28.0,64.0,1.7,0.27,0.2377,16890,1085,90,moderately clean,successful
280,2/11/98,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,FAYI,3,8,60.00,4304,29.0,50.0,0.8,0.09,0.4304,16890,674,75,dirty,successful
281,2/11/98,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,KAMBENI,3,10,111.00,8833,28.0,60.0,1.0,0.64,0.8833,16890,9621,100,clean,highly
282,2/11/98,1997,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,SHABENI,3,8,93.38,4744,29.5,55.0,1.0,0.36,0.4744,16890,2885,90,moderately clean,successful
1764,2/16/98,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,NWANETSI,3,10,122.00,6408,34.0,46.0,3.5,0.21,0.6408,16890,2296,100,clean,highly
1940,2/16/98,1997,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,LINDANDA,3,8,163.52,4339,28.5,64.0,2.1,0.17,0.4339,16890,1246,40,dirty,moderately
13,2/17/98,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,DZOMBO,2,6,51.09,2281,23.5,53.0,3.4,0.21,0.2281,16890,813,30,patchy,unsuccessful
180,2/17/98,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,TSENDE,2,3,233.00,3293,23.5,53.0,2.5,0.16,0.3293,16890,914,10,geen/dirty,unsuccessful
134,2/18/98,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,N'SHAWU,2,2,112.28,3836,27.0,61.0,3.3,0.04,0.3836,16890,259,50,dirty,moderately
1264,2/18/98,1997,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,MOOIPLAAS,2,2,113.00,3873,25.5,61.0,3.3,0.04,0.3873,16890,262,75,dirty,successful
273,8/19/98,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,1,7,17.00,3333,25.0,47.0,1.4,0.43,0.3333,16890,2439,100,clean,highly
274,8/19/98,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,1,3,29.00,2233,24.5,57.0,1.6,0.51,0.2233,16890,1907,100,clean,highly
275,8/19/98,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,1,6,14.00,3799,22.0,62.0,0.6,0.35,0.3799,16890,2259,100,clean,highly
278,8/19/98,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,2,1,9.35,3836,24.0,50.0,1.6,0.50,0.3836,16890,3240,100,clean,highly
272,8/20/98,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,1,7,14.25,1748,26.0,52.0,1.4,0.40,0.1748,16890,1181,100,clean,highly
276,8/20/98,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,2,1,23.00,4939,22.0,58.0,1.4,0.40,0.4939,16890,3350,100,clean,highly
277,8/20/98,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,2,5,20.00,4442,19.0,76.0,1.8,0.47,0.4442,16890,3537,100,clean,highly
334,8/20/98,1998,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,1,7,8.26,1269,28.0,29.0,2.0,0.90,0.1269,16890,1929,50,dirty,unsuccessful
337,8/20/98,1998,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,2,5,5.47,3087,29.0,40.0,2.0,0.94,0.3087,16890,4900,100,clean,highly
335,8/21/98,1998,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,1,3,65.00,1722,25.0,47.0,2.2,0.66,0.1722,16890,1920,40,dirty,moderately
339,8/21/98,1998,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,2,4,6.73,3531,28.0,43.0,2.7,0.76,0.3531,16890,4555,100,clean,highly
1605,8/21/98,1998,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,2,1,16.00,3293,22.0,47.0,2.2,0.66,0.3293,16890,3696,100,clean,highly
1710,8/24/98,1998,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,2,5,5.52,3585,24.5,33.0,2.0,0.30,0.3585,16890,1834,100,clean ,highly
1891,8/24/98,1998,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,2,4,26.00,4645,22.0,47.0,2.1,0.24,0.4645,16890,1914,15,dirty,unsuccessful
2265,8/24/98,1998,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,2,1,15.40,2257,26.0,27.0,2.0,0.28,0.2257,16890,1066,66,moderately dirty,successful
269,10/29/98,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,FAYI,2,4,17.92,3003,34.0,37.0,1.8,0.10,0.3003,16890,507,30,clean,successful
270,10/29/98,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,SHABENI,2,5,16.00,3003,27.0,56.0,1.5,0.09,0.3003,16890,461,10,moderate,successful
271,10/29/98,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,NUMBI,2,1,35.00,2787,31.0,48.0,1.8,0.12,0.2787,16890,553,30,clean,successful
368,11/25/98,1998,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,2,4,125.79,2184,30.0,65.0,1.9,0.24,0.2184,16890,885,35,dirty,unsuccessful
369,11/25/98,1998,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,2,3,85.00,5377,29.5,64.0,1.9,0.37,0.5377,16890,3380,100,clean ,highly
370,11/25/98,1998,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,2,5,198.53,3129,35.5,43.0,1.3,0.42,0.3129,16890,2220,35,dirty,unsuccessful
371,11/25/98,1998,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,2,1,164.00,5377,27.5,74.0,1.3,0.11,0.5377,16890,978,70,moderate,successful
268,1/5/99,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,FAYI,2,3,96.00,4442,31.0,55.0,3.0,0.10,0.4442,16890,755,75,dirty,successful
327,1/5/99,1998,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,MBIYAMITI,2,2,236.21,3570,31.0,55.0,3.0,0.10,0.3570,16890,603,30,dirty,unsuccessful
328,1/5/99,1998,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Dec,NAPI,2,6,78.49,2563,31.0,55.0,3.0,0.10,0.2563,16890,433,10,geen,unsuccessful
266,1/6/99,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,SHABENI,2,6,146.00,5067,29.0,66.0,1.6,0.27,0.5067,16890,2304,90,dirty,successful
267,1/6/99,1998,Pretoriuskop,Lowveld sour bushveld,Granite,737,Dec,NUMBI,2,2,208.00,4110,27.0,63.0,1.4,0.11,0.4110,16890,757,90,moderate,successful
364,1/7/99,1998,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,SATARA,2,3,166.48,3492,32.0,53.0,2.0,0.13,0.3492,16890,767,10,geen,unsuccessful
365,1/7/99,1998,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,NWANETSI,2,2,278.41,5907,31.0,66.0,2.0,0.13,0.5907,16890,1297,95,moderate,successful
367,1/7/99,1998,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,LINDANDA,2,2,191.00,4777,29.0,62.0,1.2,0.13,0.4777,16890,1054,80,dirty,successful
261,4/12/99,1999,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,FAYI,2,5,134.00,7138,24.5,52.0,0.7,0.11,0.7138,16890,1385,60,dirty,successful
262,4/12/99,1999,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,KAMBENI,2,6,125.23,8281,27.0,52.0,0.7,0.09,0.8281,16890,1259,80,moderate,successful
263,4/12/99,1999,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,SHABENI,2,2,115.00,7913,28.5,54.0,1.1,0.07,0.7913,16890,948,60,geen,successful
264,4/12/99,1999,Pretoriuskop,Lowveld sour bushveld,Granite,737,Apr,NUMBI,2,5,87.59,5192,27.0,52.0,1.1,0.09,0.5192,16890,789,90,moderate,successful
324,6/10/99,1999,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,NAPI,2,2,112.61,4971,22.0,56.0,1.4,0.30,0.4971,16890,2519,70,,successful
70,1/11/00,1999,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,TSENDE,2,3,99.00,5254,33.0,64.0,3.2,0.05,0.5254,16890,450,30,dirty,successful
71,1/12/00,1999,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,MOOIPLAAS,2,2,99.00,5098,30.0,64.0,0.7,0.11,0.5098,16890,940,50,dirty,unsuccessful
72,1/12/00,1999,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,DZOMBO,2,6,99.00,3413,33.0,56.0,1.2,0.30,0.3413,16890,1729,70,moderately dirty,successful
73,1/12/00,1999,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,N'SHAWU,2,2,99.00,6832,30.5,78.0,1.0,0.06,0.6832,16890,692,90,moderate,successful
75,1/12/00,1999,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,MOOIPLAAS,3,10,99.00,4234,28.5,81.0,0.7,0.20,0.4234,16890,1430,60,dirty,successful
76,1/12/00,1999,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,DZOMBO,3,8,99.00,6049,32.5,58.0,0.7,0.28,0.6049,16890,2865,90,moderate,successful
77,1/12/00,1999,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,N'SHAWU,3,8,99.00,5821,30.5,78.0,1.0,0.15,0.5821,16890,1481,90,moderate,successful
74,1/13/00,1999,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,TSENDE,3,8,99.00,4128,25.0,82.0,4.5,0.05,0.4128,16890,349,10,clean,successful
315,5/4/00,2000,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Apr,MBIYAMITI,3,12,94.00,6021,25.0,70.0,1.1,0.02,0.6021,16890,153,20,moderate,successful
