ID,DATE1,Fire Year,Location,Landscape,Soil,Rainfall (mm),SEASON,REPLICATE,FREQUENCY,PLOT_NO,FMCDRYW ,FUEL LOAD (kg/ha) ,AIRTEMP,RH (%),WIND (m/s),PLOTROS,MEDIAN FUELLOAD (kg/m2),Heat Yeild,PLOTFI MEDIAN FL,% OF PLOT BURNT,TYPE OF BURN,SUCCESS OF FIRE
3321,2005/08/17,2005,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,1,6,19.80,4269,25,50,2.5,0.30,0.4269,16890,2163,30,patchy,moderately
3320,2005/08/18,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,1,6,12.60,3570,26.5,68,2.6,0.32,0.357,16890,1930,100,clean,highly
3327,2005/08/22,2005,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,1,6,21.40,3647,23,56,1.8,0.40,0.3647,16890,2464,100,clean,highly
3328,2005/08/22,2005,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,1,7,16.50,4744,26,52,3.1,0.70,0.4744,16890,5609,100,clean,highly
3329,2005/08/22,2005,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,1,3,23.30,3836,21,60,1.4,0.50,0.3836,16890,3240,100,clean,highly
3330,2005/08/22,2005,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,1,7,14.60,2424,26,52,2.7,0.38,0.2424,16890,1556,100,clean,highly
3323,2005/08/23,2005,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,1,7,21.9,2608,21,72,2.1,0.10,0.2608,16890,440,10,moderately clean ,successful
3324,2005/08/23,2005,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,1,6,12.80,3453,27,52,1.8,0.29,0.3453,16890,1691,100,clean,highly
3325,2005/08/23,2005,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,1,3,12.00,3087,24,70,1.7,0.31,0.3087,16890,1616,100,clean,highly
3326,2005/08/23,2005,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,1,7,20.80,2377,19,70,1.4,0.45,0.2377,16890,1807,90,moderately clean ,highly
3308,2005/08/26,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,1,7,19.40,3453,22,68,3.7,0.14,0.3453,16890,816,10,patchy,unsuccessful
3390,2005/10/16,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,TSENDE,3,10,14.75,3761,29,52,1.22,0.40,0.3761,16890,2541,100,clean,highly
3391,2005/10/16,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,TSENDE,2,4,17.60,3761,27,64,1.22,0.90,0.3761,16890,5717,100,clean,highly
3388,2005/10/17,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,MOOIPLAAS,2,3,12.28,2743,33,42,0.18,0.60,0.2743,16890,2780,100,clean,highly
3389,2005/10/17,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,MOOIPLAAS,3,9,15.59,3373,30,44,0.82,0.59,0.3373,16890,3361,100,clean,highly
3386,2005/10/18,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,DZOMBO,2,5,14.54,4810,25,70,0.62,0.14,0.481,16890,1137,100,clean,highly
3387,2005/10/18,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,DZOMBO,3,11,14.53,4304,21,82,0.69,0.40,0.4304,16890,2908,100,clean,highly
3392,2005/10/18,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,N'SHAWU,3,9,15.01,2743,25.5,64,0.31,0.72,0.2743,16890,3336,100,clean,highly
3393,2005/10/18,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,N'SHAWU,2,1,16.76,1775,25.5,64,0.15,0.55,0.1775,16890,1649,40,patchy,moderately
3382,2005/10/19,2005,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,4,13,8.53,4128,35,40,0.31,0.38,0.4128,16890,2649,100,clean,highly
3383,2005/10/19,2005,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,4,13,9.62,3373,38,42,0.39,0.38,0.3373,16890,2165,80,moderately clean ,moderately
3384,2005/10/19,2005,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,4,13,13.60,4128,27,64,0.18,0.38,0.4128,16890,2649,100,clean,highly
3385,2005/10/19,2005,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,4,13,16.23,3570,32,54,-999,0.38,0.357,16890,2291,30,patchy,unsuccessful
3374,2005/11/28,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,MOOIPLAAS,3,10,19.15,2960,29.5,70,0.87,0.29,0.296,16890,1450,100,clean,highly
3380,2005/11/28,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,TSENDE,3,8,48.22,2743,29,68,0.87,0.50,0.2743,16890,2316,50,patchy,successful
3381,2005/11/28,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,MOOIPLAAS,2,2,9.84,3373,29,68,1.66,0.32,0.3373,16890,1823,100,clean,highly
3375,2005/11/29,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,N'SHAWU,3,8,11.27,2743,28.5,64,0.68,0.41,0.2743,16890,1900,100,clean,highly
3376,2005/11/29,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,N'SHAWU,2,2,16.63,3761,30,60,0.71,0.42,0.3761,16890,2668,100,clean,highly
3377,2005/11/29,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,DZOMBO,3,8,16.95,3373,24,84,1.12,0.56,0.3373,16890,3190,100,clean,highly
3379,2005/11/29,2005,Mopani,Colophospermum mopane shrubveld,Basalt,496,Dec,DZOMBO,2,6,18.03,3570,24,84,1.33,0.38,0.357,16890,2291,100,clean,highly
3404,2006/08/07,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,3,10,29.9,4056,28.5,24,1.05,0.58,0.4056,16890,3973,100,clean,highly
3405,2006/08/07,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,1,3,23.1,5285,29,20,1,0.31,0.5285,16890,2767,100,clean,highly
3406,2006/08/07,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,2,1,21.9,4199,29,18,1.41,0.33,0.4199,16890,2340,100,clean,highly
3407,2006/08/07,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,3,12,26.4,3647,21,52,0.38,0.58,0.3647,16890,3573,100,moderately clean ,moderately
3408,2006/08/07,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,1,6,30.1,5467,23,42,0.8,0.31,0.5467,16890,2862,100,clean,highly
3409,2006/08/07,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,2,4,26.8,5003,25,32,1.5,0.33,0.5003,16890,2789,100,clean,highly
3410,2006/08/10,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,1,6,48.67,4374,18,72,0.75,0.33,0.4374,16890,2438,80,patchy,moderately
3411,2006/08/10,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,2,1,40.6,4711,24,48,1,0.32,0.4711,16890,2546,100,clean,highly
3412,2006/08/10,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,1,3,31.2,5035,25,50,0.9,0.33,0.5035,16890,2806,100,clean,highly
3413,2006/08/10,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,3,10,5.5,6462,20,66,1.22,0.31,0.6462,16890,3383,100,moderately clean ,moderately
3419,2006/08/21,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,1,7,26.5,3570,23,62,2.37,0.26,0.357,16890,1568,80,patchy,moderately
3420,2006/08/21,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,3,9,26.6,3045,26.5,54,2.3,0.66,0.3045,16890,3394,60,patchy,moderately
3421,2006/08/21,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,2,1,36.1,4711,22,68,2,0.18,0.4711,16890,1432,70,moderately clean ,moderately
3394,2006/08/22,2006,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,1,3,34.9,2874,22,40,1.32,0.35,0.2874,16890,1699,30,patchy,unsuccessful
3395,2006/08/22,2006,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,1,7,28.5,2233,28.5,49,25,0.35,0.2233,16890,1320,20,patchy,unsuccessful
3396,2006/08/22,2006,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,1,7,29.8,3170,25.5,56,146,0.35,0.317,16890,1874,100,clean,highly
3397,2006/08/22,2006,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,1,6,41.2,3836,24.5,60,1.29,0.63,0.3836,16890,4082,100,clean,highly
3422,2006/08/23,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,2,1,20.8,4304,25,56,1.79,0.18,0.4304,16890,1309,100,clean,highly
3423,2006/08/23,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,3,10,28.5,4810,24,62,1.81,0.66,0.481,16890,5362,100,clean,highly
3424,2006/08/23,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,1,3,36.5,2743,24,62,1.73,0.26,0.2743,16890,1205,50,patchy,moderately
3425,2006/08/23,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,3,11,27.3,7189,28,48,2.19,0.66,0.7189,16890,8014,100,clean,highly
3426,2006/08/23,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,1,7,35.9,2787,26,52,2.23,0.26,0.2787,16890,1224,80,patchy,moderately
3427,2006/08/23,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,2,5,25.2,4163,27.5,46,2.9,0.18,0.4163,16890,1266,100,clean,highly
3414,2006/08/29,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,2,5,14.4,5850,22.5,48,1.45,0.32,0.585,16890,3162,100,clean,highly
3415,2006/08/29,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,1,7,5.3,4711,20,58,0.37,0.33,0.4711,16890,2626,100,clean,highly
3416,2006/08/29,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,2,1,17.3,3873,25,51,1.09,0.32,0.3873,16890,2093,80,moderately clean ,moderately
3418,2006/08/29,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,3,9,-4.2,3252,27,46,1.82,0.31,0.3252,16890,1703,100,clean,highly
3454,2006/10/10,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,2,4,33,3333,25,70,5.8,0.25,0.3333,16890,1407,100,clean,highly
3455,2006/10/10,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,SATARA,3,10,33,4163,25,64,5.5,0.22,0.4163,16890,1547,100,clean,highly
3448,2006/10/11,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,3,9,30,5907,23,62,1.21,0.22,0.5907,16890,2195,100,clean,highly
3449,2006/10/11,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,NWANETSI,2,3,36,4875,24,62,1.69,0.25,0.4875,16890,2058,100,clean,highly
3450,2006/10/11,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,2,1,34,6299,27,46,1.71,0.25,0.6299,16890,2660,100,clean,highly
3451,2006/10/11,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,3,9,-999.00,5346,28,48,1.1,0.22,0.5346,16890,1986,100,clean,highly
3452,2006/10/11,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,2,5,35,4199,27,52,1.54,0.25,0.4199,16890,1773,100,clean,highly
3453,2006/10/11,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,3,11,24,5254,26,52,1.49,0.22,0.5254,16890,1952,100,clean,highly
3435,2006/10/12,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NWASWITSHAKA,2,4,29,3045,27.5,50,1.81,0.41,0.3045,16890,2109,100,clean,highly
3436,2006/10/12,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NWASWITSHAKA,3,10,33,3531,27,44,1.84,0.41,0.3531,16890,2445,100,clean,highly
3443,2006/10/12,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,NUMBI,3,1,46,3983,19,78,1.1,0.17,0.3983,16890,1144,40,patchy,moderately
3444,2006/10/12,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,SHABENI,3,11,30,4339,20,74,0.8,0.17,0.4339,16890,1246,100,clean,highly
3445,2006/10/12,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,KAMBENI,3,9,50,7263,21,68,0.62,0.17,0.7263,16890,2085,100,clean,highly
3447,2006/10/12,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,FAYI,2,4,47,3761,25,50,1.3,0.26,0.3761,16890,1652,100,clean,highly
3438,2006/10/13,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NAPI,3,11,26,4020,24,66,1.02,0.41,0.402,16890,2784,100,clean,highly
3439,2006/10/13,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,SKUKUZA,2,1,21,4645,26,58,2.49,0.41,0.4645,16890,3217,100,clean,highly
3441,2006/10/13,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,MBIYAMITI,2,3,87,2874,22,70,1.33,0.41,0.2874,16890,1990,70,patchy,unsuccessful
3442,2006/10/13,2006,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,MBIYAMITI,3,9,37,5130,21,74,1.39,0.41,0.513,16890,3552,100,clean,highly
3446,2006/11/12,2006,Pretoriuskop,Lowveld sour bushveld,Granite,737,Oct,FAYI,3,10,80,3531,23,56,0.94,0.17,0.3531,16890,1014,30,patchy,moderately
3466,2007/01/10,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,MARHEYA,3,8,99,6961,30,60,2.07,0.17,0.6961,16890,1999,60,patchy,moderately
3467,2007/01/10,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,MARHEYA,2,6,97,6832,31,56,1.5,0.16,0.6832,16890,1846,40,patchy,moderately
3468,2007/01/10,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,SATARA,3,8,59,6622,27,64,0.94,0.17,0.6622,16890,1901,50,patchy,moderately
3470,2007/01/10,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,NWANETSI,2,2,61,5964,29,60,6.45,0.16,0.5964,16890,1612,60,patchy,moderately
3471,2007/01/10,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,NWANETSI,3,10,32,6780,28,62,1.73,0.17,0.678,16890,1947,100,clean,highly
3464,2007/01/11,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,LINDANDA,3,8,66,6649,27,76,1.49,0.17,0.6649,16890,1909,80,patchy,moderately
3465,2007/01/11,2006,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Dec,LINDANDA,2,2,79,6961,27,70,0.98,0.16,0.6961,16890,1881,100,moderately clean ,moderately
3476,2007/02/28,2007,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,LINDANDA,2,3,43.38,4092,28,66,1.91,0.25,0.4092,16890,1728,80,moderately clean ,moderately
3480,2007/08/27,2007,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,SKUKUZA,2,3,177.77,4269,27.5,68,1.8,0.18,0.4269,16890,1298,70,patchy,moderately
3482,2007/08/27,2007,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Feb,NAPI,2,4,126.94,3570,27.5,72,1.3,0.18,0.357,16890,1085,50,patchy,moderately
3491,2007/08/27,2007,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,1,3,19.52,1984,22,68,1.51,0.50,0.1984,16890,1675,100,clean,highly
3497,2007/08/28,2007,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,1,3,12,1722,23.5,62,1.77,0.31,0.1722,16890,902,70,patchy,moderately
3489,2007/08/29,2007,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,2,1,28.05,6408,26,46,1.6,0.46,0.6408,16890,4979,100,patchy,moderately
3498,2007/08/29,2007,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,2,1,22.23,1387,28,42,1.31,0.46,0.1387,16890,1078,40,patchy,moderately
3507,2008/03/05,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,MARHEYA,3,12,36.3,4777,26,62,2.21,0.46,0.4777,16890,3711,100,clean,highly
3508,2008/03/05,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,SATARA,3,11,47.4,3647,31,56,2.62,0.46,0.3647,16890,2834,40,patchy,moderately
3504,2008/03/07,2008,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,SHABENI,3,12,50,2698,30,50,0.41,0.16,0.2698,16890,729,30,clean,highly
3506,2008/03/07,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Feb,NWANETSI,3,8,42.2,5763,29,68,1.46,0.46,0.5763,16890,4478,100,clean,highly
3509,2008/03/07,2008,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,FAYI,3,11,75,2654,27,58,0.87,0.30,0.2654,16890,1345,70,moderately clean ,moderately
3510,2008/03/07,2008,Pretoriuskop,Lowveld sour bushveld,Granite,737,Feb,KAMBENI,3,8,71.02,5646,24,70,1.03,0.16,0.5646,16890,1526,90,clean,highly
3398,2008/08/06,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,3,9,27.5,3087,31,28,1.3,0.58,0.3087,16890,3024,100,clean,highly
3399,2008/08/06,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,1,7,28.4,2831,28.5,24,0.66,0.31,0.2831,16890,1482,100,clean,highly
3400,2008/08/06,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,2,1,39.9,5254,31,26,1.27,0.33,0.5254,16890,2928,100,clean,highly
3401,2008/08/06,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,3,11,44.6,3910,27,48,1.41,0.58,0.391,16890,3830,100,clean,highly
3402,2008/08/06,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,1,7,32.6,3983,21,54,1,0.31,0.3983,16890,2085,100,clean,highly
3403,2008/08/06,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,2,5,32.6,3873,18,60,0.1,0.33,0.3873,16890,2159,70,patchy,moderately
3519,2008/08/13,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,1,7,18.1,2085,30.5,28,3.01,0.30,0.2085,16890,1056,70,patchy,moderately
3520,2008/08/13,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,1,3,15,2329,26.5,44,3.21,0.24,0.2329,16890,944,30,patchy,moderately
3521,2008/08/13,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,1,6,26,2698,16.2,58,2.55,0.03,0.2698,16890,137,10,patchy,unsuccessful
3523,2008/08/13,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,SATARA,2,1,13.6,2874,30.5,28,4.35,0.17,0.2874,16890,825,40,patchy,moderately
3524,2008/08/13,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,NWANETSI,2,5,16.4,2424,29,36,3.19,0.29,0.2424,16890,1187,75,patchy,moderately
3525,2008/08/13,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,MARHEYA,2,1,13.5,1932,25.2,52,3.34,0.24,0.1932,16890,783,30,patchy,moderately
3526,2008/08/13,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Aug,LINDANDA,2,4,13.3,2831,19.4,52,2.54,0.23,0.2831,16890,1100,85,moderately clean ,successful
3511,2008/08/14,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,TSENDE,3,9,13.1,1828,34,26,1.39,0.15,0.1828,16890,463,35,patchy,unsuccessful
3512,2008/08/14,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,3,10,19.9,1881,32,24,2.15,0.69,0.1881,16890,2192,100,clean,highly
3513,2008/08/14,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,3,12,13.9,2874,27,34,2.3,0.58,0.2874,16890,2815,90,clean,highly
3514,2008/08/14,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,MOOIPLAAS,3,11,39.3,1444,16,60,1.49,0.45,0.1444,16890,1098,50,patchy,moderately
3515,2008/08/14,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,N'SHAWU,1,6,22.7,3087,23,44,2.42,0.34,0.3087,16890,1773,100,clean,highly
3518,2008/08/14,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Aug,DZOMBO,1,3,19.9,2135,31,26,1.78,0.35,0.2135,16890,1262,70,patchy,moderately
3529,2008/08/20,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,1,6,17.4,1667,22,70,2.31,0.08,0.1667,16890,225,30,patchy,unsuccessful
3530,2008/08/20,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,SKUKUZA,2,4,13.4,2743,23,62,3.13,0.28,0.2743,16890,1297,100,clean,highly
3531,2008/08/20,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,1,7,13.8,3723,26.5,44,2.42,0.40,0.3723,16890,2515,80,clean,highly
3532,2008/08/20,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,MBIYAMITI,2,5,11.5,2743,25.5,48,2.05,0.44,0.2743,16890,2038,100,clean,highly
3533,2008/08/20,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,1,3,12.8,2831,25,50,2,0.26,0.2831,16890,1243,100,clean,highly
3534,2008/08/20,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NAPI,2,1,18.2,2698,24,50,2.73,0.40,0.2698,16890,1823,100,clean,highly
3535,2008/08/21,2008,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,1,7,23.5,1932,27.5,44,1.97,0.54,0.1932,16890,1762,100,clean,highly
3536,2008/08/21,2008,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,FAYI,2,1,25.6,2135,27,46,1.23,0.12,0.2135,16890,433,30,clean,highly
3537,2008/08/21,2008,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,1,3,11.4,2608,25.5,48,1.57,0.42,0.2608,16890,1850,100,clean,highly
3538,2008/08/21,2008,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,SHABENI,2,1,19.6,2918,24.5,54,2.14,0.40,0.2918,16890,1971,100,clean,highly
3539,2008/08/21,2008,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,1,6,19.4,3333,20,68,1.12,0.30,0.3333,16890,1689,100,clean,highly
3540,2008/08/21,2008,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,NUMBI,2,4,9.7,4810,25,56,1.72,0.58,0.481,16890,4712,100,clean,highly
3527,2008/08/22,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,1,7,15.3,2329,22,68,2.18,0.33,0.2329,16890,1298,100,clean,highly
3528,2008/08/22,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Aug,NWASWITSHAKA,1,1,13.4,4056,25,58,1.97,0.38,0.4056,16890,2603,100,clean,highly
3541,2008/08/22,2008,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,1,7,23.1,2743,18,70,1.72,0.23,0.2743,16890,1066,100,clean,highly
3542,2008/08/22,2008,Pretoriuskop,Lowveld sour bushveld,Granite,737,Aug,KAMBENI,2,5,19.5,4477,19.5,68,2.03,0.33,0.4477,16890,2495,100,clean,highly
3437,2008/10/13,2008,Skukuza,Combretum collinum / Combretum zeyheri woodland,Granite,550,Oct,NAPI,2,5,38,3413,23,68,0.73,0.41,0.3413,16890,2363,80,patchy,moderately
3553,2008/10/22,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,MARHEYA,2,5,11.9,1881,31,50,2.08,0.24,0.1881,16890,762,30,patchy,unsuccessful
3557,2008/10/22,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,TSENDE,4,13,12.7,2424,36,42,1.64,0.63,0.2424,16890,2579,100,clean,highly
3550,2008/10/23,2008,Satara,Sclerocarya birrea/ Acacia nigrescens savanna,Basalt,544,Oct,LINDANDA,2,1,16.4,2654,26.5,62,1.3,0.34,0.2654,16890,1524,80,moderately clean ,moderately
3554,2008/10/23,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,N'SHAWU,3,9,14.2,2787,20,68,5.41,0.75,0.2787,16890,3530,100,clean,highly
3555,2008/10/23,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,N'SHAWU,4,13,17.9,2698,21,66,4.96,0.63,0.2698,16890,2871,100,clean,highly
3556,2008/10/23,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,DZOMBO,3,11,11.4,3003,21,66,4.02,0.52,0.3003,16890,2637,100,clean,highly
3558,2008/10/23,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,MOOIPLAAS,4,13,13.8,2831,19,74,8.18,0.51,0.2831,16890,2439,80,moderately clean ,moderately
3559,2008/10/23,2008,Mopani,Colophospermum mopane shrubveld,Basalt,496,Oct,DZOMBO,4,13,13.3,3647,21,66,1.9,0.58,0.3647,16890,3573,70,moderately clean ,moderately
